Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Tunisia,TUN,15.56000042,15.32999992,15.46000004,15.13000011,16.59199905
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Turkiye,TUR,10.84000015,10.81999969,10.89000034,13.67000008,13.10999966
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Turkmenistan,TKM,4.169000149,4.203999996,4.234000206,4.268000126,4.951000214
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Tuvalu,TUV,..,..,..,..,..
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Uganda,UGA,1.919999957,1.932000041,1.922999978,1.924999952,2.767999887
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Ukraine,UKR,9.350000381,9.5,8.800000191,8.18999958,9.131999969
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,United Arab Emirates,ARE,1.639999986,2.460000038,2.351999998,2.230000019,3.187999964
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,United Kingdom,GBR,4.809999943,4.329999924,4,3.74000001,4.472000122
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,United States,USA,4.869999886,4.360000134,3.900000095,3.670000076,8.050000191
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Uruguay,URY,7.840000153,7.889999866,8.340000153,8.880000114,10.35000038
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Uzbekistan,UZB,5.199999809,5.800000191,5.835000038,5.849999905,7.040999889
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Vanuatu,VUT,1.776000023,1.745000005,1.809000015,1.800999999,2.118999958
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Venezuela, RB",VEN,5.320000172,5.050000191,5.021999836,5.096000195,6.626999855
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Vietnam,VNM,1.850000024,1.870000005,1.159999967,2.039999962,2.390000105
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Virgin Islands (U.S.),VIR,12.67700005,12.32499981,12.42599964,12.46800041,13.54500008
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,West Bank and Gaza,PSE,23.94000053,25.68000031,26.26000023,25.34000015,25.88999939
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Yemen, Rep.",YEM,13.43299961,13.29699993,13.14500046,13.05599976,13.39099979
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Zambia,ZMB,10.87199974,11.63000011,12.01000023,12.52000046,12.84799957
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Zimbabwe,ZWE,4.788000107,4.784999847,4.796000004,4.833000183,5.350999832
