Series Name,Series Code,Country Name,Country Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Access to electricity (% of population),EG.ELC.ACCS.ZS,IDA total,IDA,55.27062413,57.08116184,58.87974893,59.83457813,61.22617318
Access to electricity (% of population),EG.ELC.ACCS.ZS,Late-demographic dividend,LTE,99.17209214,99.29089576,99.30700553,99.374115,99.46371858
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,LCN,97.48395425,97.73510447,97.80226551,98.09402529,98.51612728
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean (excluding high income),LAC,97.29219731,97.58901516,97.61214838,97.92687872,98.38595442
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,97.43764657,97.69086958,97.75542,98.04990734,98.47915999
Access to electricity (% of population),EG.ELC.ACCS.ZS,Least developed countries: UN classification,LDC,46.45227522,50.34206125,52.18939936,52.92900342,54.69638055
Access to electricity (% of population),EG.ELC.ACCS.ZS,Low & middle income,LMY,85.27267494,86.36427952,87.53843803,88.08602382,88.7055287
Access to electricity (% of population),EG.ELC.ACCS.ZS,Low income,LIC,37.23314307,38.87677639,40.549084,41.47666542,42.98814522
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lower middle income,LMC,83.91969533,85.86003838,88.04688325,89.05989968,90.11485764
Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,MEA,96.82826925,97.68738142,96.28304905,97.23085259,97.35593585
Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa (excluding high income),MNA,96.29464972,97.29614883,95.64227006,96.75266929,96.89944083
Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,96.25042889,97.26737241,95.58964961,96.71312705,96.86138531
Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle income,MIC,90.58240771,91.68975555,92.89046962,93.47804742,94.08459667
Access to electricity (% of population),EG.ELC.ACCS.ZS,North America,NAC,100,100,100,100,100
Access to electricity (% of population),EG.ELC.ACCS.ZS,Not classified,INX,..,..,..,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,OECD members,OED,99.89476963,99.9400949,99.89760075,99.95255092,99.94328479
Access to electricity (% of population),EG.ELC.ACCS.ZS,Other small states,OSS,74.05215607,75.09754053,77.27579008,78.13569122,79.19467374
Access to electricity (% of population),EG.ELC.ACCS.ZS,Pacific island small states,PSS,81.2203405,82.27051034,84.59163918,86.00648483,87.61603937
Access to electricity (% of population),EG.ELC.ACCS.ZS,Post-demographic dividend,PST,99.98924819,99.9921581,99.99510943,99.99796373,99.99813813
Access to electricity (% of population),EG.ELC.ACCS.ZS,Pre-demographic dividend,PRE,44.60381183,44.32943607,47.17058653,47.5468721,48.4464381
Access to electricity (% of population),EG.ELC.ACCS.ZS,Small states,SST,78.68691525,79.60476836,81.4202504,82.21474614,83.18852027
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,SAS,86.29912812,89.39993503,92.71301579,94.04364038,95.78428943
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia (IDA & IBRD),TSA,86.29912812,89.39993503,92.71301579,94.04364038,95.78428943
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,SSF,43.75128699,43.73162988,46.37067224,47.1047724,48.35107879
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa (excluding high income),SSA,43.74607839,43.72649408,46.36585943,47.10010705,48.34660195
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,43.75128699,43.73162988,46.37067224,47.1047724,48.35107879
Access to electricity (% of population),EG.ELC.ACCS.ZS,Upper middle income,UMC,99.18525079,99.26673501,99.23690771,99.30921926,99.37388382
Access to electricity (% of population),EG.ELC.ACCS.ZS,World,WLD,87.69689883,88.59405173,89.56653173,90.01178471,90.52156921
