Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Latin America & Caribbean,LCN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92.5136870457997,87.0466298025718,91.2619011433211,85.9333207605689,83.1483751168775
Latin America & Caribbean (excluding high income),LAC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92.7503693442209,86.2566611035161,92.0193731193749,85.2053791840072,83.2476080271772
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92.4333662903038,86.9014748455819,91.1760348070693,85.7881327673122,82.984119411943
Least developed countries: UN classification,LDC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,73.8351453564676,74.7010265443806,74.6589478125411,75.0234131504212,73.7526534711639
Low & middle income,LMY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,84.292156597279,84.684888148529,85.6851948504859,85.6167815049106,83.2974480815398
Low income,LIC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,69.7808057701175,70.9044661416348,70.1918429634095,71.1434626813823,70.0984177555461
Lower middle income,LMC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82.6394375155605,84.0829506796971,85.417912965267,86.0428163870072,82.8461614725674
Middle East & North Africa,MEA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90.9947622178391,90.0023947019995,89.1881312131009,89.1459174909341,87.6586357319741
Middle East & North Africa (excluding high income),MNA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90.1524825679024,89.1445353306705,88.099527207004,88.2407798666646,86.5501544872033
Middle East & North Africa (IDA & IBRD countries),TMN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90.0127283218735,88.9892286537827,87.9277360427279,88.0705273948102,86.3516097606519
Middle income,MIC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,87.1888678300796,87.4773621003753,88.8800646819289,88.6579857710921,86.1266931272558
North America,NAC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,91.7320630389174,90.9089252897907,91.8165713903631,90,90.9079716621243
Not classified,INX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..
OECD members,OED,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94.1307025290437,91.0924169618719,94.3947159308434,90.6593680459198,92.7775171182198
Other small states,OSS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,83.8844825712664,82.5824221991314,83.6169317811547,82.8688075363631,79.1720870716067
Pacific island small states,PSS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,86.0043400432316,85.6293765305447,85.3825458020298,87.9579459210829,84.2918696386688
Post-demographic dividend,PST,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,91.1897594691321,92.9549063354051,93.5606491197764,92.9560294349185,92.9287228382301
Pre-demographic dividend,PRE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,67.5739047133314,69.4966113016983,70.1773737418405,70.5749461649391,69.1421681476954
Small states,SST,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85.1847785678881,84.1654175595206,84.5677126856976,84.4578943175721,80.6160480776531
South Asia,SAS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85.9117567233055,87.6512221270214,90.331850261564,91.8017379326614,87.9349606330698
South Asia (IDA & IBRD),TSA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85.9117567233055,87.6512221270214,90.331850261564,91.8017379326614,87.9349606330698
Sub-Saharan Africa,SSF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,68.1626285713278,69.878121882612,69.7544657207027,70.6837842829167,69.6093188477032
Sub-Saharan Africa (excluding high income),SSA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,68.1612813085644,69.8767571793217,69.7532572671649,70.6825073399565,69.6081163305011
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,68.1626285713278,69.878121882612,69.7544657207027,70.6837842829167,69.6093188477032
Upper middle income,UMC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95.9129480208402,94.0832807555581,95.6975312939257,93.8794043682686,92.7759868125232
World,WLD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85.1802296297395,85.5589427440764,86.4205425643088,86.3553454063677,84.1706800721554
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 09/16/2022,,,,,,,,
